row_idx,sample_id,gt,pred,prob_phish,live_round,cum_FN,cum_FP,cum_errors,rolling_f1w_w200,rolling_recall_phish_w200
0,2571,0,0,0.03043404686659911,0,0,0,0,,
1,2685,0,0,0.000489246858778382,0,0,0,0,,
2,2697,0,0,0.001228971786608914,0,0,0,0,,
3,2886,0,0,4.021877140360176e-05,0,0,0,0,,
4,2891,0,0,0.003957782991507663,0,0,0,0,,
5,3121,0,0,5.329237843894164e-06,0,0,0,0,,
6,3319,0,0,0.00010621025189605297,0,0,0,0,,
7,3362,0,0,3.3011081115911635e-05,0,0,0,0,,
8,3379,0,0,0.0011864650116200405,0,0,0,0,,
9,3596,0,0,0.0068516400674112484,0,0,0,0,,
10,3706,0,0,0.0008238078929102242,0,0,0,0,,
11,4031,0,0,5.513010375533409e-05,0,0,0,0,,
12,4131,0,0,1.7190943893151888e-05,0,0,0,0,,
13,4318,0,0,0.0005363109147823538,0,0,0,0,,
14,4547,0,0,1.204377995164882e-05,0,0,0,0,,
15,4750,0,0,0.001018123766972649,0,0,0,0,,
16,4754,0,0,0.014493084373192366,0,0,0,0,,
17,4884,0,0,0.0006158227369854503,0,0,0,0,,
18,4980,0,0,2.1511910140116075e-05,0,0,0,0,,
19,241,1,0,0.005238064767293257,0,1,0,1,,
20,575,1,0,0.0003499345802523118,0,2,0,2,,
21,1468,1,0,0.0022550381685480804,0,3,0,3,,
22,2585,0,0,0.003018898399581602,0,3,0,3,,
23,2655,0,0,0.00023953029565359655,0,3,0,3,,
24,2682,0,0,0.004289862765626352,0,3,0,3,,
25,2843,0,0,0.4488238684208146,0,3,0,3,,
26,2982,0,0,2.3111932647188394e-05,0,3,0,3,,
27,3044,0,0,0.0002773830286692281,0,3,0,3,,
28,3126,0,0,0.00016830853540023135,0,3,0,3,,
29,3208,0,0,0.0008943009802058829,0,3,0,3,,
30,3498,0,0,0.002076041932473076,0,3,0,3,,
31,3559,0,0,0.0016876233368862963,0,3,0,3,,
32,3577,0,0,0.0017181230238690086,0,3,0,3,,
33,3696,0,0,1.7657057396303914e-05,0,3,0,3,,
34,3774,0,0,0.000869387329968629,0,3,0,3,,
35,3782,0,0,0.005071830698438188,0,3,0,3,,
36,3814,0,0,8.563381728839351e-05,0,3,0,3,,
37,3821,0,0,0.0007406738544500236,0,3,0,3,,
38,3866,0,0,0.0023237944376081274,0,3,0,3,,
39,3923,0,0,1.5088370864064297e-05,0,3,0,3,,
40,4022,0,0,0.001956033098789777,0,3,0,3,,
41,4160,0,0,6.736988350884596e-05,0,3,0,3,,
42,4235,0,0,7.3896240725928574e-06,0,3,0,3,,
43,4306,0,0,0.0021675182877582714,0,3,0,3,,
44,4497,0,0,0.00010218068844360967,0,3,0,3,,
45,4697,0,0,0.00010377184237776405,0,3,0,3,,
46,4710,0,0,0.0011657768913222876,0,3,0,3,,
47,4797,0,0,0.004107708726738636,0,3,0,3,,
48,4887,0,0,0.017886604364000032,0,3,0,3,,
49,4920,0,0,0.0009612271381141676,0,3,0,3,,
50,154,1,0,0.0013156287529156364,0,4,0,4,,
51,2437,1,1,0.9994133416442795,0,4,0,4,,
52,2720,0,1,0.9236913197002707,0,4,1,5,,
53,2863,0,0,0.0002201358005555837,0,4,1,5,,
54,2957,0,0,4.631271017271324e-05,0,4,1,5,,
55,3080,0,0,0.0072297029529940745,0,4,1,5,,
56,3108,0,0,0.01834411203890144,0,4,1,5,,
57,3132,0,1,0.7798863948498381,0,4,2,6,,
58,3195,0,0,4.330621573329757e-06,0,4,2,6,,
59,3220,0,0,0.0052761317150192,0,4,2,6,,
60,3274,0,0,0.0008014037154407698,0,4,2,6,,
61,3372,0,0,0.00030365709499065535,0,4,2,6,,
62,3395,0,0,9.171010554246518e-05,0,4,2,6,,
63,3818,0,0,0.05725707045033576,0,4,2,6,,
64,4033,0,0,0.00025897829732301857,0,4,2,6,,
65,4389,0,0,0.00020408505039740097,0,4,2,6,,
66,4415,0,0,0.0002875527308449808,0,4,2,6,,
67,4446,0,0,5.609948887955047e-05,0,4,2,6,,
68,4712,0,0,0.0002760933430872024,0,4,2,6,,
69,4725,0,0,0.00027371302507774893,0,4,2,6,,
70,4876,0,0,2.375710831521055e-05,0,4,2,6,,
71,4946,0,0,0.0002675886958725197,0,4,2,6,,
72,4967,0,0,0.00035814049567210217,0,4,2,6,,
73,31,1,1,0.785755118264194,0,4,2,6,,
74,81,1,1,0.9017454502291762,0,4,2,6,,
75,443,1,0,0.029854148147762338,0,5,2,7,,
76,1164,1,0,0.00032929331702361887,0,6,2,8,,
77,1180,1,0,2.692071359525293e-06,0,7,2,9,,
78,2270,1,0,2.4962846784067584e-05,0,8,2,10,,
79,3633,0,0,0.0003287921186172122,0,8,2,10,,
80,4592,0,0,6.78115561720388e-05,0,8,2,10,,
81,2458,1,0,5.928511746550187e-07,0,9,2,11,,
82,2710,0,0,0.0006638097900795657,0,9,2,11,,
83,2733,0,0,0.0004096596422882296,0,9,2,11,,
84,2888,0,0,1.3066326554541966e-05,0,9,2,11,,
85,2974,0,0,0.0002931214025200264,0,9,2,11,,
86,3024,0,0,0.0018601966677788343,0,9,2,11,,
87,3037,0,1,0.8332078236687807,0,9,3,12,,
88,3082,0,0,0.0002733238231296161,0,9,3,12,,
89,3113,0,0,0.00014637343479549417,0,9,3,12,,
90,3154,0,0,0.000473989723289777,0,9,3,12,,
91,3183,0,0,0.0013322307013419127,0,9,3,12,,
92,3658,0,0,0.0001475370822014846,0,9,3,12,,
93,3815,0,0,6.824605505770186e-05,0,9,3,12,,
94,3980,0,0,2.853536923658539e-06,0,9,3,12,,
95,4114,0,0,0.12510079496829563,0,9,3,12,,
96,4141,0,0,0.000964950773835279,0,9,3,12,,
97,4188,0,0,0.000935678334365008,0,9,3,12,,
98,4198,0,0,2.670479618174721e-06,0,9,3,12,,
99,4337,0,0,6.627097809740724e-05,0,9,3,12,,
100,4381,0,0,0.0003360183004507859,0,9,3,12,,
101,4568,0,0,0.005079686994932791,0,9,3,12,,
102,4647,0,0,0.0031182653428029517,0,9,3,12,,
103,4693,0,0,0.08472695602220777,0,9,3,12,,
104,4716,0,0,0.00010463444835135321,0,9,3,12,,
105,4802,0,0,8.232023336430768e-06,0,9,3,12,,
106,4873,0,0,0.0007383824586693975,0,9,3,12,,
107,4902,0,1,0.9990049207674543,0,9,4,13,,
108,4924,0,0,0.4700633958597466,0,9,4,13,,
109,4993,0,0,6.630852211862344e-05,0,9,4,13,,
110,2595,0,0,0.0001156637133796982,0,9,4,13,,
